NCDS,Length,rawseq.p1,avsims.p1,sdsims.p1,z.score.p1,rawseq.m1,avsims.m1,sdsims.m1,z.score.m1,rawseq.01,avsims.01,sdsims.01,z.score.01,prod.type
S1210,96,0.010416667,0.0249375,0.015298395,-0.949173606,0.020833333,0.024645833,0.014980138,-0.25450369,0.010416667,0.02615625,0.015109493,-1.041701631,5'
S1211,150,0.006666667,0.019073333,0.010633748,-1.166725678,0.006666667,0.019973333,0.010324474,-1.288846849,0.006666667,0.020213333,0.010665699,-1.270115196,5'
S1212,1869,0.0058855,0.017558587,0.002917507,-4.001049087,0.01070091,0.017738363,0.002935039,-2.39773698,0.018191546,0.0177084,0.002819917,0.171333374,3'PT
S1213,80,0,0.0132875,0.012015322,-1.105879647,0.0125,0.013325,0.012276811,-0.06719986,0.0125,0.012875,0.011898043,-0.031517787,intra
S1215,114,0.00877193,0.016078947,0.010930344,-0.668507533,0.01754386,0.016964912,0.011394501,0.050809392,0.026315789,0.016482456,0.011206088,0.877499176,5'
S1216,87,0.022988506,0.020413793,0.013932691,0.18479652,0.022988506,0.020068966,0.014194397,0.205682588,0.034482759,0.02062069,0.014129402,0.981079714,5'
S1217,430,0.01627907,0.014744186,0.005616283,0.273291793,0.004651163,0.01445814,0.005461615,-1.795618395,0.011627907,0.014495349,0.005464984,-0.524693523,3'
S1218,1314,0.02130898,0.01916895,0.003597289,0.594900842,0.0152207,0.019182648,0.003613443,-1.096446977,0.01826484,0.019445205,0.00357147,-0.330498424,3'
S1219,71,0,0.011676056,0.012315075,-0.948110823,0.028169014,0.01215493,0.012415219,1.289875273,0,0.011633803,0.012538507,-0.927845971,intra
S1220,395,0.007594937,0.024232911,0.007257055,-2.292661998,0.030379747,0.024227848,0.007548376,0.814996321,0.027848101,0.024141772,0.007496181,0.494428916,5'
S1221,441,0.004535147,0.019287982,0.006345072,-2.325085388,0.015873016,0.019208617,0.006053311,-0.551037371,0.020408163,0.019433107,0.006131014,0.159036735,inter
S1222,141,0,0.019553192,0.011192292,-1.747022926,0.014184397,0.019808511,0.011183742,-0.502882999,0.035460993,0.019843972,0.011289144,1.383366254,inter
S1223,87,0,0.02,0.01456647,-1.373016225,0.022988506,0.02016092,0.014598593,0.193688962,0.022988506,0.020310345,0.014059718,0.190484688,5'
S1226,79,0.025316456,0.019848101,0.014830932,0.368712811,0.025316456,0.018594937,0.014085811,0.477183672,0,0.018974684,0.015027659,-1.26265065,5'
S1228,110,0.027272727,0.021045454,0.013847144,0.449715311,0.027272727,0.021309091,0.013235888,0.450565622,0,0.021309091,0.012790892,-1.665958182,5'
S1229,82,0,0.028865854,0.017376835,-1.66116866,0.024390244,0.027536585,0.016484915,-0.190861857,0.048780488,0.02947561,0.0172081,1.121848339,inter
S1230,81,0.049382716,0.019654321,0.014799235,2.008779107,0.012345679,0.018814815,0.014369749,-0.450191296,0.024691358,0.019777778,0.014591908,0.336733216,5'
S1231,85,0.023529412,0.018011765,0.013259765,0.416119534,0.023529412,0.0178,0.013542992,0.423053638,0.011764706,0.01762353,0.013358435,-0.438586066,5'
S1232,75,0.013333333,0.025426667,0.017189211,-0.703542095,0.066666667,0.0266,0.017571248,2.280240279,0,0.02652,0.018050358,-1.469222954,5'
S1233,115,0.017391304,0.026095652,0.013987806,-0.622281156,0.026086957,0.024321739,0.013870411,0.127264995,0.008695652,0.025391304,0.014214858,-1.17452125,5'
S1235,211,0.033175355,0.017203791,0.008682765,1.839455921,0.018957346,0.017028436,0.008454814,0.228143433,0.014218009,0.017118483,0.008821942,-0.328779549,inter
S1237,552,0.010869565,0.017514493,0.005157759,-1.288336186,0.02173913,0.017668478,0.005445951,0.747463888,0.018115942,0.017719203,0.005329196,0.074446345,3'PT
S1238,128,0,0.018601563,0.011190955,-1.662196118,0.046875,0.019421875,0.011465913,2.394325253,0.015625,0.019453125,0.011640678,-0.32885757,5'
S1239,65,0,0.022707692,0.017680563,-1.28433083,0,0.023138461,0.017590283,-1.315411543,0,0.022523077,0.016964425,-1.327665244,5'
S1240,130,0.015384615,0.015515385,0.010217966,-0.012798004,0.015384615,0.015353846,0.009999034,0.003077185,0.030769231,0.015461538,0.010010626,1.529144356,5'
S1241,248,0.028225806,0.022326613,0.009079031,0.649760248,0.028225806,0.021604839,0.008831136,0.749730017,0.004032258,0.022120968,0.00894282,-2.022707522,5'
S1242,109,0.027522936,0.019816514,0.012425129,0.620228744,0.009174312,0.018889908,0.012428922,-0.781692594,0.009174312,0.018247707,0.011970918,-0.757953087,5'
S1244,417,0.019184652,0.020505995,0.006425148,-0.205651783,0.004796163,0.020040767,0.006412661,-2.377266584,0.016786571,0.020510791,0.006142906,-0.606263602,inter
S1245,82,0.012195122,0.022987805,0.015499757,-0.696313032,0.024390244,0.022219512,0.016058943,0.135172762,0,0.023768293,0.015617562,-1.521895196,5'
S1246,117,0.017094017,0.019136752,0.011916329,-0.171423206,0.025641026,0.019598291,0.011846388,0.510090931,0.034188034,0.020145299,0.012272066,1.144284523,inter
S1247,65,0,0.026215385,0.018828921,-1.392293523,0.015384615,0.028030769,0.019263872,-0.656469992,0.015384615,0.026184615,0.019183022,-0.562997849,5'
S1248,693,0.018759019,0.018102453,0.004833774,0.135828836,0.002886003,0.017757576,0.004928654,-3.017370145,0.02020202,0.018025974,0.004667479,0.466214387,inter
S1249,135,0.007407407,0.022488889,0.011919468,-1.265281506,0.022222222,0.022562963,0.012073257,-0.028222785,0.022222222,0.023074074,0.012077558,-0.070531813,5'
S1250,89,0.033707865,0.024348314,0.015111921,0.619348843,0,0.025303371,0.015987151,-1.582731678,0.02247191,0.024202247,0.015577938,-0.111076128,5'
S1252,69,0.014492754,0.011188406,0.011992267,0.275539899,0,0.010811594,0.011595327,-0.932409598,0.014492754,0.011144928,0.011847835,0.282568606,3'
S1253,87,0.045977011,0.021643678,0.014999952,1.622227419,0.011494253,0.020367816,0.014870248,-0.596732692,0.022988506,0.022827586,0.014806915,0.010867872,5'
S1254,934,0.002141328,0.020119914,0.004285164,-4.195541714,0.019271949,0.019702355,0.004536425,-0.094877887,0.027837259,0.019699143,0.004470356,1.820462656,inter
S1255,611,0.011456628,0.019551555,0.00536811,-1.507966032,0.008183306,0.019954174,0.005354619,-2.19826416,0.01309329,0.019716858,0.005507581,-1.202627263,inter
S1256,110,0.018181818,0.0192,0.012548621,-0.081138944,0.018181818,0.019418182,0.012594842,-0.098164287,0.009090909,0.018909091,0.012363133,-0.794149966,intra
S1257,107,0.028037383,0.01953271,0.012621058,0.673847867,0.028037383,0.02035514,0.013244426,0.580035908,0,0.019878505,0.012665906,-1.56944992,3'
S1258,82,0,0.027195122,0.017112625,-1.589184747,0.048780488,0.027792683,0.017095474,1.227681967,0.012195122,0.028841464,0.017219619,-0.966707876,inter
S1259,85,0.011764706,0.017270588,0.013154531,-0.418554052,0.023529412,0.016788235,0.012983295,0.519219254,0.011764706,0.017447059,0.013552604,-0.419281254,5'
S1260,107,0.018691589,0.020495327,0.01304969,-0.138220759,0.009345794,0.021056075,0.012973222,-0.90265018,0.009345794,0.020205607,0.012942065,-0.839109786,inter
S1261,105,0,0.019361905,0.012590385,-1.537832651,0.00952381,0.0202,0.013059221,-0.817521244,0.028571429,0.020676191,0.013036257,0.605636892,intra
S1262,74,0.027027027,0.033351352,0.019994362,-0.316305399,0.027027027,0.032310811,0.019751262,-0.267516273,0.054054054,0.032554054,0.018898032,1.137684573,inter
S1263,106,0,0.020471698,0.013258242,-1.544073362,0.018867925,0.019396227,0.013331163,-0.039629064,0,0.020811321,0.013246357,-1.571097742,intra
S1264,267,0.014981273,0.019464419,0.008300002,-0.540137962,0.011235955,0.019610487,0.007922724,-1.057026835,0.014981273,0.019284644,0.008006023,-0.537516718,inter
S1265,1027,0.018500487,0.016533593,0.003801067,0.517458405,0.014605648,0.016749757,0.003836803,-0.558826937,0.015579357,0.01657741,0.003746339,-0.266407574,inter
S1266,523,0.001912046,0.017602294,0.005385557,-2.913393566,0.017208413,0.017007648,0.005295935,0.037909234,0.013384321,0.016826004,0.005259192,-0.654412856,5'
S1267,138,0,0.01742029,0.010336744,-1.685278177,0.02173913,0.017724638,0.01097863,0.365664234,0.014492754,0.017963768,0.010649262,-0.325939412,5'
S1268,172,0.01744186,0.017011628,0.009142887,0.047056505,0.005813953,0.017127907,0.0095918,-1.179544357,0.011627907,0.01725,0.009764555,-0.575765399,5'
S1269,1064,0.004699248,0.019017857,0.003946631,-3.62805888,0.021616541,0.018673872,0.003854376,0.763461873,0.020676692,0.018900376,0.00390611,0.454753258,inter
S1270,929,0.026910657,0.023780409,0.004645894,0.673766512,0.001076426,0.023856835,0.004662205,-4.886188272,0.022604952,0.02385253,0.004901991,-0.254504271,3'MT
S1271,113,0.044247788,0.024088496,0.01318238,1.529260394,0.008849558,0.024646018,0.013672959,-1.155306596,0.026548673,0.025106195,0.013717767,0.105154003,5'
S1272,279,0.025089606,0.023648746,0.008407213,0.171383834,0,0.023817204,0.00882699,-2.698224925,0.021505376,0.023555556,0.008203152,-0.249925822,5'
S1273,542,0,0.019523985,0.005590271,-3.492493653,0.025830258,0.019339483,0.005509348,1.178138512,0.029520295,0.019619926,0.005455388,1.814787244,5'
S1274,130,0,0.022130769,0.012499731,-1.770499584,0.030769231,0.021653846,0.011855017,0.768905259,0.030769231,0.022076923,0.012190819,0.713020833,inter
S1275,2644,0.012481089,0.019683812,0.002616851,-2.752438925,0.023827534,0.01972466,0.00259936,1.578416872,0.007186082,0.019604765,0.002574087,-4.824499755,3'MT
S1276,270,0.018518519,0.015985185,0.007196936,0.352001717,0.007407407,0.016266667,0.007149263,-1.239185015,0.003703704,0.016714815,0.00745345,-1.745649362,5'
S1277,928,0.019396552,0.017884698,0.0042216,0.358123405,0.012931034,0.017987069,0.004128409,-1.224693338,0.004310345,0.018049569,0.004198811,-3.272170448,inter
S1278,87,0.034482759,0.021885058,0.014855869,0.847994908,0,0.022264368,0.014972242,-1.487043066,0,0.022850575,0.015203754,-1.502956129,5'
S1280,589,0.008488964,0.018597623,0.005283811,-1.913137857,0.005093379,0.01859253,0.005334007,-2.530770933,0.018675722,0.01849236,0.005195829,0.035290239,5'
S1281,152,0.013157895,0.013263158,0.008830373,-0.01192054,0.032894737,0.013361842,0.008352027,2.338701258,0.006578947,0.013638158,0.008761233,-0.805732619,5'
S1282,102,0.019607843,0.019558824,0.013337751,0.003675235,0.019607843,0.021058824,0.013138323,-0.110438804,0.009803922,0.020401961,0.012775744,-0.829543764,5'
S1283,83,0.012048193,0.018650603,0.014752003,-0.447560205,0.024096386,0.018722892,0.013917714,0.386090281,0.012048193,0.018277109,0.014301972,-0.435528451,intra
S1284,98,0,0.021071429,0.013204135,-1.595820492,0,0.020173469,0.012971981,-1.555157184,0.051020408,0.021438776,0.013745673,2.152068692,5'
S1285,66,0,0.028121212,0.018868442,-1.490383378,0.015151515,0.027969697,0.019789932,-0.647712268,0.03030303,0.027484848,0.020015772,0.140798052,inter
S1286,65,0.015384615,0.019892308,0.016586252,-0.271772833,0.046153846,0.019307692,0.016260397,1.651014698,0.015384615,0.019892308,0.015855958,-0.28429014,5'
S1287,92,0.02173913,0.019228261,0.01332638,0.188413449,0,0.01848913,0.013839907,-1.335928769,0.010869565,0.019391304,0.014000249,-0.608684831,inter
S1288,85,0.011764706,0.026882353,0.016528255,-0.914654753,0,0.025776471,0.016020633,-1.608954596,0.023529412,0.026505883,0.016987991,-0.175210271,inter
S1289,994,0.001006036,0.018454728,0.004187696,-4.166656445,0.015090543,0.018767606,0.003995338,-0.92033833,0.025150905,0.018296781,0.003967354,1.727631305,3'PT
S1291,68,0.014705882,0.025382353,0.018025516,-0.592297671,0,0.024367647,0.018195413,-1.339219194,0.044117647,0.024779412,0.01812642,1.06685353,5'
S1293,79,0.025316456,0.035506329,0.019076778,-0.534150655,0.025316456,0.032835443,0.019419213,-0.387193199,0.025316456,0.035050633,0.018978423,-0.512907569,5'
S1294,403,0.037220844,0.031431762,0.008078327,0.716618906,0.039702233,0.031404467,0.007949719,1.043781164,0.004962779,0.031315137,0.008064387,-3.267744582,3'PT
S1295,87,0,0.021333333,0.014955595,-1.426444956,0.011494253,0.020402299,0.013859175,-0.642754411,0.045977011,0.022390805,0.015131559,1.558742682,3'PT
S1296,186,0.016129032,0.019655914,0.009564498,-0.368747202,0.032258065,0.019951613,0.00954908,1.288757919,0,0.019994624,0.010134933,-1.972842215,3'
S1297,1139,0.028972783,0.026150132,0.004624835,0.610324785,0.017559263,0.026122037,0.004472784,-1.914416867,0.027216857,0.026265145,0.004347599,0.218905211,3'PT
S1298,149,0.020134228,0.024879195,0.012394433,-0.382830459,0.026845638,0.025013423,0.011673795,0.156951117,0.013422819,0.024932886,0.011883005,-0.968615879,inter
S1299,765,0.020915033,0.018216994,0.004752694,0.567686302,0.018300654,0.018334641,0.004553348,-0.007464085,0.013071895,0.018067974,0.004488842,-1.112999578,inter
S1300,241,0.008298755,0.015639004,0.007766258,-0.945146138,0.008298755,0.015319502,0.00759289,-0.924647554,0.01659751,0.015763485,0.007684787,0.10852929,5'
S1301,74,0.027027027,0.012932433,0.012705829,1.109301398,0,0.012918919,0.012582314,-1.026752215,0,0.012689189,0.012087451,-1.049782043,inter
S1302,112,0.008928571,0.018455357,0.012165051,-0.783127489,0.008928571,0.018339286,0.011834453,-0.795196416,0.017857143,0.018803571,0.011670406,-0.081096434,5'
S1303,111,0,0.018972973,0.012082027,-1.570346866,0,0.019081081,0.011585353,-1.64700034,0.009009009,0.019954955,0.012800384,-0.855126367,5'
S1304,78,0.012820513,0.018794872,0.014149468,-0.422232059,0.012820513,0.0195,0.015282675,-0.437062696,0.012820513,0.021423077,0.015364277,-0.559906853,5'
S1305,97,0.020618557,0.028917526,0.015948985,-0.520344645,0.020618557,0.028319588,0.015882193,-0.484884582,0.030927835,0.027835051,0.016548163,0.18689588,intra
S1306,67,0.029850746,0.01880597,0.015246131,0.724431389,0.059701493,0.01741791,0.015104412,2.799419285,0.014925373,0.019626866,0.016136972,-0.291349121,5'
S1307,50,0,0.01694,0.016784461,-1.009266868,0,0.01772,0.017819066,-0.99444044,0.02,0.01694,0.017393647,0.175926307,3'
S1308,106,0.018867925,0.01714151,0.011877415,0.145352795,0.009433962,0.016367925,0.011837083,-0.585783052,0.018867925,0.016481132,0.011807755,0.202137743,5'
S1309,106,0.018867925,0.020962264,0.013790545,-0.15186776,0.018867925,0.02095283,0.013072351,-0.159489699,0.009433962,0.021726415,0.01321817,-0.929966332,5'
S1310,1071,0.014005602,0.016293184,0.003393959,-0.674015895,0.011204482,0.016144725,0.003689966,-1.338831471,0.016806723,0.016405229,0.003753834,0.106955773,3'PT
S1311,259,0.015444015,0.017953668,0.007844233,-0.319936044,0.019305019,0.017648649,0.007610041,0.217655903,0.019305019,0.017486486,0.007898886,0.230226468,5'
S1312,60,0.016666667,0.008833333,0.01129847,0.693309207,0.016666667,0.00875,0.01139984,0.694454229,0.033333333,0.01,0.012230864,1.90774197,5'
S1313,58,0.051724138,0.006482759,0.009918739,4.561202884,0,0.006034483,0.009750451,-0.618892692,0,0.006258621,0.009897822,-0.632323039,5'
S1314,191,0.015706806,0.021937173,0.009808072,-0.635228456,0.015706806,0.021638743,0.009643609,-0.615115889,0.020942408,0.022078534,0.009863881,-0.115180414,5'
S1315,191,0.005235602,0.017068063,0.008973121,-1.318656017,0.010471204,0.017099476,0.008738956,-0.758474188,0.02617801,0.017041885,0.00856249,1.066993972,3'
S1316,137,0.01459854,0.018751825,0.010908618,-0.380734265,0.02189781,0.019248175,0.010686327,0.247946285,0.01459854,0.019036496,0.011085865,-0.400325653,3'
S1317,254,0.023622047,0.02727559,0.009561917,-0.382093187,0.019685039,0.027220472,0.009275105,-0.812436489,0.015748031,0.027622047,0.009768144,-1.215585675,3'MT
S1318,76,0,0.024763158,0.016889959,-1.466146684,0.013157895,0.025157895,0.017044091,-0.704056316,0.013157895,0.025065789,0.017424792,-0.683388018,5'
S1319,399,0.007518797,0.01635589,0.006232245,-1.417962882,0.007518797,0.015969925,0.006044951,-1.398047267,0.01754386,0.016471178,0.006200633,0.172995557,3'PT
S1320,95,0.010526316,0.020378947,0.013795586,-0.714187258,0.010526316,0.020189474,0.013541486,-0.713596552,0.010526316,0.020294737,0.013555976,-0.720598874,intra
S1321,82,0,0.011585366,0.01155901,-1.00228013,0.012195122,0.010878049,0.011091282,0.118748508,0,0.011378049,0.011105869,-1.024507751,intra
S1322,262,0.038167939,0.026374046,0.009245601,1.275622075,0.022900763,0.025480916,0.009195883,-0.280576976,0.007633588,0.026267175,0.009234693,-2.0177809,inter
S1323,151,0.013245033,0.024927152,0.011752781,-0.99398766,0.013245033,0.024337748,0.012042572,-0.921125121,0.033112583,0.024377483,0.011983852,0.728905814,3'
S1324,88,0.022727273,0.015204545,0.012689692,0.592821928,0,0.014443182,0.01147997,-1.258120123,0.011363636,0.014170454,0.012318759,-0.22784912,5'
S1325,92,0.02173913,0.028032609,0.016114683,-0.390543123,0.010869565,0.028326087,0.01616965,-1.079585628,0.02173913,0.027206522,0.016549995,-0.330356093,inter
S1327,198,0.02020202,0.019171717,0.009124024,0.112921993,0.01010101,0.019429293,0.008847268,-1.054368768,0.005050505,0.01920202,0.00902613,-1.56783861,5'
S1328,125,0.008,0.01912,0.011532155,-0.964260396,0.016,0.019824,0.011408206,-0.335197304,0.016,0.019968,0.012138629,-0.326890285,intra
S1329,75,0,0.020333333,0.015701447,-1.294997447,0.026666667,0.020866667,0.015452396,0.375346334,0.013333333,0.023146667,0.016328864,-0.600980805,5'
S1330,89,0.033707865,0.025494382,0.015692529,0.523400853,0.011235955,0.026224719,0.01542369,-0.971801446,0.02247191,0.026449438,0.015481917,-0.256914441,5'
S1331,130,0.015384615,0.023523077,0.012281668,-0.662651204,0.023076923,0.023469231,0.011864067,-0.033066883,0.030769231,0.023515385,0.012785239,0.567361036,inter
S1332,78,0.025641026,0.017961539,0.014365008,0.534596805,0.025641026,0.018461539,0.014806076,0.484901445,0.025641026,0.019923077,0.015019473,0.380702382,5'
S1333,239,0.008368201,0.01858159,0.007998281,-1.276947991,0.016736402,0.01890795,0.008451177,-0.256952113,0.0041841,0.018690377,0.008610657,-1.684688656,intra
S1334,108,0.009259259,0.015833333,0.011577642,-0.567824987,0.009259259,0.015101852,0.01119682,-0.521808258,0,0.015435185,0.011201693,-1.377933218,inter
S1336,187,0.026737968,0.023032085,0.010629076,0.348655191,0.016042781,0.022352941,0.010190262,-0.619234347,0.032085561,0.022593583,0.010236192,0.927295803,5'
S1337,70,0.028571429,0.023542857,0.016619692,0.302567081,0.028571429,0.022457143,0.016413883,0.372506997,0,0.023357143,0.017256967,-1.353490621,5'
S1338,1339,0.013442868,0.018105303,0.003412499,-1.366281719,0.001493652,0.018179985,0.003448256,-4.839064773,0.020911128,0.018194175,0.003489427,0.778624385,3'
S1339,717,0.012552301,0.020203626,0.004890627,-1.564487598,0.033472803,0.020366806,0.005097195,2.571217715,0.026499303,0.020341702,0.00513741,1.198580808,3'PT
S1340,491,0.016293279,0.023977597,0.006505103,-1.181275291,0.024439919,0.024183299,0.006446324,0.03980867,0.018329939,0.023753564,0.006801524,-0.797413198,5'
S1341,134,0.007462687,0.017597015,0.0108246,-0.936231156,0.029850746,0.016522388,0.010335544,1.28956524,0.007462687,0.017492537,0.010663303,-0.940595045,inter
S1342,86,0.011627907,0.027174419,0.016033582,-0.969621843,0.011627907,0.027069767,0.017052105,-0.905569173,0.011627907,0.027069767,0.016255674,-0.949936642,inter
S1343,65,0.030769231,0.017,0.014650823,0.939826489,0.015384615,0.016276923,0.015412587,-0.057894755,0,0.016646154,0.014933527,-1.114683334,5'
S1344,78,0,0.018435898,0.014157094,-1.30223745,0.012820513,0.017461539,0.014196553,-0.326912152,0,0.019641026,0.014562806,-1.348711618,intra
S1345,90,0.033333333,0.015266667,0.012548176,1.439784307,0.022222222,0.015366667,0.0124005,0.552845064,0.011111111,0.016688889,0.012116641,-0.460340274,5'
S1346,81,0.024691358,0.025802469,0.016989528,-0.065399762,0.012345679,0.026567901,0.016931039,-0.840008832,0.024691358,0.027185185,0.018023538,-0.138365014,5'
S1347,133,0.015037594,0.020781955,0.011732067,-0.489629049,0.015037594,0.019857143,0.011428644,-0.421707841,0.007518797,0.020819549,0.011706318,-1.136202854,5'
S1348,69,0,0.010666667,0.012047262,-0.885401734,0.014492754,0.011666667,0.012414029,0.227652706,0.014492754,0.011724638,0.012494588,0.221545212,intra
S1349,81,0.012345679,0.017222222,0.013637339,-0.357587592,0,0.017716049,0.013973302,-1.267849881,0.049382716,0.018308642,0.013708396,2.266791365,5'
S1350,121,0.008264463,0.02007438,0.011956516,-0.987739025,0.016528926,0.01885124,0.011722875,-0.198101042,0.008264463,0.019702479,0.012018071,-0.951734804,5'
S1351,105,0.00952381,0.031409524,0.016666009,-1.313194674,0.028571429,0.031019048,0.01591857,-0.153758706,0.00952381,0.032190476,0.016336991,-1.387444363,5'
S1352,109,0.009174312,0.011055046,0.00964866,-0.194921785,0,0.010743119,0.009511394,-1.129499988,0.036697248,0.01193578,0.010098457,2.452004995,5'
S1353,80,0.025,0.0154,0.013435793,0.714509396,0.0125,0.0147625,0.013130013,-0.172315138,0.0125,0.0150625,0.012710779,-0.201600544,intra
S1355,82,0.012195122,0.016304878,0.012735127,-0.322710265,0,0.015487805,0.012744878,-1.215217982,0.012195122,0.016060976,0.013121343,-0.294623322,intra
S1356,128,0.0234375,0.026164063,0.013441495,-0.202846676,0.0078125,0.025164063,0.013056349,-1.328975046,0.015625,0.02571875,0.013215826,-0.763762326,5'
S1357,87,0.022988506,0.029264368,0.017010228,-0.368946362,0,0.028436782,0.017101106,-1.662862175,0.022988506,0.030310345,0.017331201,-0.422465759,5'
S1360,83,0,0.021481928,0.014802226,-1.451263383,0.036144578,0.020951807,0.01518487,1.000520317,0.012048193,0.022108434,0.015217828,-0.661082579,5'
S1361,84,0,0.011797619,0.011663501,-1.011498951,0.023809524,0.012166667,0.01132155,1.028380126,0.023809524,0.012511905,0.01179341,0.957960334,intra
S1362,96,0.041666667,0.032552083,0.016918709,0.538728067,0.020833333,0.03215625,0.017268368,-0.655702794,0.041666667,0.03296875,0.01720644,0.505503578,5'
S1363,1092,0.025641026,0.024735348,0.004492871,0.201581122,0.016483516,0.024835165,0.004534967,-1.841611894,0.023809524,0.025009157,0.004452051,-0.269456398,3'MT
S1364,356,0.036516854,0.023831461,0.00761391,1.666081435,0.011235955,0.02366573,0.007683422,-1.617739471,0.025280899,0.023674157,0.007802991,0.20591357,3'MT
S1365,192,0.015625,0.0279375,0.011322862,-1.087401768,0.020833333,0.027666667,0.010700402,-0.638605293,0.041666667,0.027786458,0.011293171,1.229079825,intra
S1366,123,0.032520325,0.033878049,0.015804363,-0.085908166,0.032520325,0.034861789,0.015388504,-0.152156686,0.032520325,0.034552846,0.015742259,-0.12911239,intra
S1367,2833,0.020120014,0.024580657,0.00278681,-1.600626462,0.018355101,0.02491952,0.002766628,-2.37271435,0.027532651,0.024728556,0.002734212,1.025558645,5'
S1368,874,0.030892449,0.025475973,0.00491561,1.10189314,0.02173913,0.02573341,0.005032929,-0.793629161,0.02402746,0.025281464,0.00492141,-0.254805954,5'
S1369,240,0.0125,0.019620833,0.008502944,-0.837455022,0.016666667,0.020045833,0.008320058,-0.406146947,0.016666667,0.019758333,0.008627841,-0.358336017,5'
S1370,131,0.038167939,0.031061069,0.014523608,0.489332277,0.022900763,0.030709924,0.014321862,-0.545261556,0.030534351,0.031503817,0.014532907,-0.066708321,5'
S1371,65,0.046153846,0.018230769,0.01589792,1.756398088,0,0.018969231,0.015702506,-1.208038412,0.015384615,0.018323077,0.015411688,-0.190664503,5'
S1372,98,0.020408163,0.023397959,0.01419463,-0.21062869,0.020408163,0.02505102,0.014380013,-0.322868797,0.010204082,0.024020408,0.014331765,-0.964035227,inter
S1373,160,0.0375,0.02539375,0.011829871,1.023362821,0.0125,0.02585,0.011939223,-1.11816322,0.01875,0.0251875,0.011753717,-0.547699071,intra
S1374,135,0.037037037,0.02182963,0.011835043,1.284947361,0.037037037,0.021303704,0.011928496,1.31897044,0.007407407,0.021525926,0.012301476,-1.147709358,5'
S1375,93,0.032258065,0.029903226,0.016453301,0.143122595,0.021505376,0.029967742,0.017191485,-0.492241723,0.043010753,0.030150538,0.016363528,0.785907244,5'
S1377,137,0,0.014605839,0.010063732,-1.451334317,0,0.013875912,0.009735645,-1.425268972,0.01459854,0.014489051,0.009450938,0.011584992,5'
S1378,895,0,0.02143352,0.004647402,-4.611936164,0.016759777,0.021241341,0.00473443,-0.946590024,0.03575419,0.021393296,0.004503172,3.189061578,3'PT
S1379,64,0.015625,0.01925,0.015851524,-0.228684641,0.015625,0.016890625,0.015494946,-0.081679856,0.015625,0.018671875,0.015702814,-0.194033694,5'
S1380,121,0.024793388,0.028396694,0.014056383,-0.256346606,0.024793388,0.028247934,0.014575444,-0.237011358,0,0.028842975,0.014191911,-2.032353135,5'
S1381,83,0.024096386,0.020566265,0.015253001,0.231437782,0.012048193,0.020879518,0.014860029,-0.594300662,0,0.020915663,0.014345557,-1.45798894,5'
S1382,2210,0.01719457,0.019223982,0.002723666,-0.745102956,0.019457014,0.019055204,0.002706898,0.148439431,0.013574661,0.018967421,0.002734837,-1.971876318,5'
S1383,111,0.009009009,0.018945946,0.01182246,-0.840513466,0.009009009,0.018594595,0.011882482,-0.80669893,0.018018018,0.020045045,0.012432038,-0.163048646,inter
S1384,653,0.019908116,0.017151608,0.004687007,0.588116904,0.004594181,0.017214395,0.004983388,-2.532456555,0.013782542,0.016977029,0.004740445,-0.673879158,3'
S1385,133,0.015037594,0.028233083,0.013387144,-0.985683638,0.030075188,0.028804511,0.013528981,0.09392257,0.030075188,0.029481203,0.01437726,0.041314198,5'
S1386,81,0.012345679,0.016148148,0.013604638,-0.279498007,0.012345679,0.016641975,0.01325105,-0.324223095,0.024691358,0.018765432,0.014199801,0.417324581,inter
S1387,114,0.00877193,0.019210526,0.011735025,-0.889524864,0.035087719,0.020280702,0.012628925,1.172468558,0.026315789,0.020798246,0.012631068,0.436823175,5'
S1389,101,0.01980198,0.027564356,0.015273617,-0.508221217,0.01980198,0.02660396,0.015059091,-0.451685964,0.02970297,0.027346534,0.014710764,0.160184444,3'
S1390,1712,0.015771028,0.014663551,0.002721919,0.406873517,0.012850467,0.014633178,0.002885993,-0.617711256,0.00817757,0.014660047,0.00289433,-2.239715715,inter
S1391,83,0.024096386,0.021975904,0.015591584,0.136001718,0.036144578,0.022240964,0.015475874,0.898405743,0,0.023831325,0.015861798,-1.50243531,5'
S1392,132,0.007575758,0.010068182,0.008144961,-0.306008097,0.022727273,0.009969697,0.008351768,1.527529969,0,0.010590909,0.008232087,-1.286539957,3'
S1393,116,0.00862069,0.016318966,0.011453897,-0.672109718,0.025862069,0.017689655,0.011684559,0.699419963,0,0.016732759,0.011479743,-1.457589979,5'
S1394,126,0.015873016,0.017222222,0.010925303,-0.123493724,0.015873016,0.017984127,0.011137195,-0.189555009,0.023809524,0.018261905,0.011049538,0.502067946,5'
S1395,86,0,0.019918605,0.014327116,-1.390273173,0.011627907,0.01855814,0.013827915,-0.501176986,0.034883721,0.019313954,0.013795062,1.128647854,5'
S1396,231,0.021645022,0.023415584,0.009341401,-0.189539283,0.004329004,0.023419913,0.009563848,-1.996153552,0.025974026,0.023774892,0.009565845,0.229894409,5'
S1397,175,0,0.015697143,0.008851409,-1.773406104,0.017142857,0.016497143,0.009257947,0.069747017,0,0.015982857,0.0090933,-1.757651971,5'
S1398,73,0.04109589,0.030232877,0.018991623,0.571989724,0.02739726,0.028561644,0.018004725,-0.064671007,0.04109589,0.031,0.018680887,0.540439539,inter
