CDS,Length,rawseq.p1,avsims.p1,sdsims.p1,z.score.p1,rawseq.m1,avsims.m1,sdsims.m1,z.score.m1,highest.exp,lowest.exp
BSU36000,768,0.016927083,0.014458333,0.001983062,1.244918033,0.0234375,0.026940104,0.003495095,-1.002148547,n,n
BSU36010,1713,0.021015762,0.018968476,0.001632449,1.25411913,0.023350846,0.025426153,0.002420234,-0.85748193,n,n
BSU36020,909,0.01870187,0.017655666,0.002205884,0.474279055,0.01870187,0.021646864,0.003104696,-0.948561177,n,n
BSU36030,1329,0.027088036,0.02665538,0.002129086,0.203212112,0.014296464,0.01879383,0.002365883,-1.900925332,n,n
BSU36040,678,0.02359882,0.02480531,0.002865555,-0.421031843,0.025073746,0.031159292,0.003716836,-1.637292067,n,n
BSU36050,1143,0.024496938,0.020937883,0.001823832,1.951416632,0.035870516,0.038909886,0.003112691,-0.976444508,n,n
BSU36060,1089,0.022038567,0.020606061,0.002104761,0.680602797,0.029384757,0.032212121,0.003024957,-0.934679032,n,n
BSU36070,588,0.005102041,0.005122449,0.00121019,-0.016863458,0.017006803,0.017579932,0.003487695,-0.164328855,n,n
BSU36079,480,0.01875,0.016297917,0.001519839,1.613383907,0,0.014235417,0.003594029,-3.960851969,n,n
BSU36080,618,0.012944984,0.01320712,0.002458303,-0.106632793,0.027508091,0.03144822,0.004148315,-0.949814245,n,n
BSU36090,336,0.020833333,0.018333333,0.004063633,0.615212981,0.023809524,0.024845238,0.004532432,-0.228511781,n,n
BSU36100,1578,0.012040558,0.014296578,0.001571117,-1.435933563,0.019011407,0.020996831,0.002307846,-0.860292954,n,y
BSU36110,477,0.016771488,0.017593291,0.002814334,-0.292006337,0.025157233,0.025777778,0.004139218,-0.149918429,n,n
BSU36120,594,0.023569024,0.025547138,0.002918524,-0.677778906,0.021885522,0.020042088,0.002726336,0.676158027,n,n
BSU36130,537,0.022346369,0.025003724,0.003041339,-0.873745341,0.001862197,0.005648045,0.002551814,-1.483590607,n,n
BSU36140,222,0.027027027,0.027527027,0.00473677,-0.10555716,0.009009009,0.011373874,0.005266114,-0.449072126,n,y
BSU36150,546,0.016483516,0.016291209,0.002956943,0.065035809,0.016483516,0.023364469,0.003618713,-1.901491545,n,y
BSU36160,882,0.026077098,0.025811791,0.002181161,0.121635503,0.019274376,0.019511338,0.002986459,-0.079345462,n,n
BSU36170,717,0.015341702,0.017251046,0.002353569,-0.811254726,0.022315202,0.022224547,0.003087829,0.029358819,n,n
BSU36180,465,0.025806452,0.024260215,0.002745344,0.563221651,0.047311828,0.048713979,0.004077235,-0.343897542,n,n
BSU36190,1809,0.019900498,0.019391376,0.001495,0.340549619,0.028745163,0.034046987,0.002461478,-2.153919069,n,n
BSU36200,261,0.019157088,0.020279693,0.003035728,-0.369797825,0.019157088,0.020237548,0.004533194,-0.238344112,n,n
BSU36210,423,0.016548463,0.015782506,0.002349853,0.325959539,0.035460993,0.0391513,0.004998616,-0.738265702,n,n
BSU36220,786,0.013994911,0.010226463,0.001795899,2.098362929,0.031806616,0.031395674,0.003523125,0.116641319,n,n
BSU36230,1323,0.020408163,0.017897203,0.001853676,1.354584006,0.024943311,0.026430083,0.002812945,-0.528546361,n,n
BSU36240,765,0.016993464,0.012010458,0.002241209,2.223356444,0.014379085,0.022857516,0.003518513,-2.409662792,n,n
BSU36250,714,0.018207283,0.018186275,0.002300278,0.009133023,0.014005602,0.016661064,0.002895964,-0.916952635,n,n
BSU36260,747,0.017402945,0.023823293,0.002653952,-2.419165279,0.018741633,0.020614458,0.003245505,-0.577051991,n,n
BSU36269,144,0.041666667,0.031805556,0.004627544,2.13096018,0.041666667,0.036201389,0.004741063,1.152753742,n,n
BSU36270,1611,0.013656114,0.015581006,0.001686083,-1.141635,0.021104904,0.023191806,0.002212775,-0.94311516,n,n
BSU36280,2769,0.016612495,0.01572156,0.00123003,0.724319776,0.022390755,0.020768509,0.001801397,0.900549016,n,n
BSU36290,858,0.016317016,0.017037296,0.00227792,-0.316200755,0.026806527,0.0329662,0.003465797,-1.777274546,n,n
BSU36300,777,0.021879022,0.018586873,0.002426327,1.356844955,0.024453024,0.022603604,0.003057454,0.604888862,n,n
BSU36310,342,0.00877193,0.009880117,0.002811101,-0.394218129,0.026315789,0.026330409,0.004880292,-0.002995722,n,n
BSU36320,384,0.033854167,0.030507813,0.002791351,1.198829813,0.018229167,0.023994792,0.003800954,-1.516888755,n,n
BSU36330,411,0.02189781,0.024012165,0.003404411,-0.621063512,0.02919708,0.026754258,0.004100912,0.595677809,n,n
BSU36340,309,0.019417476,0.018951456,0.003316662,0.140508664,0.01618123,0.021436894,0.004953642,-1.060969705,n,y
BSU36350,837,0.027479092,0.022040621,0.002295334,2.369359697,0.021505376,0.02997491,0.003566261,-2.374905787,n,n
BSU36360,393,0.03307888,0.031109415,0.003695295,0.532965602,0.010178117,0.011707379,0.003687284,-0.414739365,n,n
BSU36370,426,0.014084507,0.013553991,0.002457535,0.215873415,0.035211268,0.027657277,0.004280935,1.764565868,n,n
BSU36380,1065,0.01971831,0.016379343,0.001985496,1.681679189,0.023474178,0.023973709,0.00268603,-0.185973707,n,n
BSU36390,810,0.022222222,0.018082716,0.002283721,1.812614317,0.024691358,0.023892593,0.00322485,0.247690603,n,n
BSU36400,813,0.017220172,0.01496187,0.002152404,1.04919995,0.025830258,0.029302583,0.00338896,-1.024598964,n,n
BSU36410,1002,0.01497006,0.013315369,0.001967086,0.84118877,0.02994012,0.029073853,0.003374377,0.256719128,n,n
BSU36420,282,0.014184397,0.02087234,0.00415117,-1.611098468,0.017730496,0.022670213,0.004246422,-1.163265559,n,n
BSU36430,111,0.018018018,0.022531532,0.004506749,-1.001500882,0.009009009,0.009081081,0.005978456,-0.012055287,n,n
BSU36440,414,0.016908213,0.017490338,0.003090047,-0.188387177,0.009661836,0.017869565,0.003810063,-2.154223988,n,n
BSU36450,1191,0.016792611,0.017587741,0.00216469,-0.367318307,0.008396306,0.009206549,0.002066896,-0.392009574,n,n
BSU36460,1407,0.010660981,0.01099076,0.001391027,-0.237076245,0.032693674,0.033858564,0.002850804,-0.408618097,n,n
BSU36470,1473,0.020366599,0.020071283,0.00197931,0.149201465,0.010862186,0.012093008,0.001888448,-0.651763625,n,n
BSU36480,1359,0.022075055,0.022334069,0.001941693,-0.13339604,0.009565857,0.010878587,0.001861786,-0.705091785,n,n
BSU36490,570,0.01754386,0.016805263,0.002473464,0.298608232,0.021052632,0.023508772,0.003270636,-0.750967074,n,n
BSU36500,465,0.032258065,0.032027957,0.003543017,0.064946918,0.017204301,0.015047312,0.003769312,0.572250031,n,n
BSU36510,1215,0.014814815,0.015019753,0.001784262,-0.114858713,0.009053498,0.00860823,0.002033175,0.219001289,n,n
BSU36520,351,0.034188034,0.028723647,0.004122074,1.325640169,0.01994302,0.023994302,0.004544548,-0.891459765,n,n
BSU36530,582,0.015463918,0.014823024,0.002649755,0.241869145,0.006872852,0.013032646,0.003349668,-1.838926854,n,n
BSU36540,423,0.009456265,0.012690307,0.003260765,-0.991804766,0.009456265,0.011702128,0.002882791,-0.779058493,n,n
BSU36550,852,0.018779343,0.014856808,0.002245651,1.746725267,0.031690141,0.032688967,0.003606982,-0.276914596,n,n
BSU36560,492,0.012195122,0.014002033,0.002689102,-0.671938377,0.024390244,0.02425813,0.00411397,0.032113508,n,n
BSU36570,519,0.023121387,0.024175337,0.003233671,-0.325929949,0.028901734,0.028568401,0.003638833,0.091604367,n,n
BSU36575,132,0.007575758,0.013424242,0.004484224,-1.304235642,0.007575758,0.017045455,0.00510425,-1.855257131,n,n
BSU36580,435,0.016091954,0.01642069,0.002773911,-0.118509819,0.013793103,0.017901149,0.003649422,-1.12567041,n,n
BSU36590,1449,0.017253278,0.014871636,0.001773543,1.342872323,0.024154589,0.025271912,0.002512978,-0.444621163,n,n
BSU36600,774,0.011627907,0.014552972,0.001950255,-1.499836894,0.028423773,0.029843669,0.003438315,-0.41296278,n,n
BSU36610,384,0.026041667,0.02628125,0.002979291,-0.080416125,0.015625,0.015260417,0.003690581,0.098787415,n,n
BSU36620,642,0.018691589,0.018107477,0.002416481,0.24172027,0.012461059,0.020339564,0.003430856,-2.296367461,n,n
BSU36630,402,0.019900498,0.020656716,0.003314493,-0.228155092,0.019900498,0.026358209,0.004763178,-1.355756701,n,n
BSU36640,1710,0.014619883,0.014596491,0.00143584,0.016291354,0.015789474,0.018111111,0.00207843,-1.117014913,n,n
BSU36650,375,0.018666667,0.021256,0.003219515,-0.804261943,0.026666667,0.022482667,0.004336006,0.964943391,n,n
BSU36660,318,0.031446541,0.031987421,0.003715235,-0.145584425,0.012578616,0.014842767,0.004099282,-0.552328614,n,n
BSU36668,165,0.036363636,0.034636364,0.005615908,0.307567768,0.024242424,0.034127272,0.006350454,-1.556557779,n,n
BSU36669,183,0.027322404,0.019836066,0.005184062,1.444106726,0.005464481,0.006065574,0.004127295,-0.145638489,n,n
BSU36680,501,0.011976048,0.016936128,0.003133312,-1.583014709,0.011976048,0.018730539,0.003633534,-1.858931607,n,n
BSU36690,1134,0.017636684,0.017140212,0.001915581,0.259175925,0.027336861,0.03207672,0.003075635,-1.541099369,n,n
BSU36700,1026,0.018518519,0.020592593,0.002214595,-0.936547405,0.018518519,0.020830409,0.003156165,-0.732499767,n,n
BSU36710,789,0.021546261,0.022240811,0.002692263,-0.257980006,0.01774398,0.020988593,0.00307499,-1.055162209,n,n
BSU36720,162,0.037037037,0.042574074,0.007287572,-0.759791772,0.00617284,0.011080247,0.004044997,-1.213204059,n,n
BSU36730,675,0.013333333,0.012278519,0.002248418,0.469136266,0.025185185,0.02948,0.003869936,-1.109789801,n,n
BSU36740,684,0.020467836,0.019138889,0.002215776,0.599765924,0.027777778,0.027510234,0.003544346,0.075484733,n,y
BSU36750,1032,0.018410853,0.019227713,0.001978387,-0.412892032,0.019379845,0.018403101,0.00264508,0.369268176,n,n
BSU36760,1311,0.019832189,0.019215866,0.001843487,0.334324724,0.03279939,0.027215103,0.002905013,1.922293029,y,n
BSU36770,741,0.029689609,0.027041835,0.002472957,1.070691324,0.025641026,0.029561404,0.003058731,-1.281700723,n,n
BSU36780,231,0.043290043,0.037255411,0.005537743,1.089727634,0,0.005541125,0.003829108,-1.447106128,n,n
BSU36790,474,0.014767932,0.015514768,0.002826121,-0.264261819,0.037974684,0.038063291,0.004359748,-0.020323883,n,n
BSU36800,399,0.020050125,0.018125313,0.003215278,0.598645526,0.022556391,0.026862155,0.004686095,-0.91883842,n,n
BSU36810,1422,0.015471167,0.014351617,0.001626722,0.688224351,0.028129395,0.021339662,0.002523315,2.690798706,n,n
BSU36820,864,0.013888889,0.014311343,0.002223146,-0.19002515,0.025462963,0.027655093,0.00347179,-0.631411962,n,n
BSU36830,1509,0.017229954,0.014129887,0.001636781,1.894002428,0.02518224,0.021544069,0.002519126,1.444219399,n,n
BSU36840,546,0.029304029,0.024216117,0.00308626,1.648568626,0.023809524,0.02507326,0.003814732,-0.331277778,n,n
BSU36850,513,0.035087719,0.028245614,0.003320027,2.060858359,0.021442495,0.020758285,0.003662087,0.186836082,n,n
BSU36860,213,0.042253521,0.034384977,0.004092281,1.922777349,0.014084507,0.013849765,0.004374943,0.053656013,n,n
BSU36870,735,0.031292517,0.028361905,0.002850876,1.027969119,0.010884354,0.016137415,0.003082409,-1.704206104,n,n
BSU36880,384,0.020833333,0.027580729,0.004029407,-1.674538364,0.015625,0.022552083,0.004481408,-1.545738102,n,n
BSU36890,630,0.015873016,0.016187302,0.002543332,-0.123572361,0.025396825,0.026965079,0.003874386,-0.404774818,n,n
BSU36900,1248,0.016025641,0.014976763,0.001636203,0.641043971,0.032852564,0.026986378,0.002946221,1.991087942,n,n
BSU36910,543,0.018416206,0.014596685,0.002680582,1.424885174,0.016574586,0.017055249,0.003825607,-0.125643592,n,n
BSU36920,450,0.017777778,0.017802222,0.002547517,-0.009595313,0.028888889,0.02684,0.004337449,0.472371933,n,n
BSU36930,453,0.011037528,0.013554084,0.002669039,-0.942869556,0.033112583,0.028701987,0.004130748,1.067747527,n,n
BSU36940,558,0.017921147,0.021709677,0.003326992,-1.138725269,0.007168459,0.005860215,0.002624849,0.498407397,n,n
BSU36950,1041,0.018251681,0.018998079,0.002057119,-0.362836372,0.016330451,0.022045149,0.002829998,-2.019329617,n,n
BSU36960,444,0.018018018,0.021045045,0.00308282,-0.981901835,0.018018018,0.019247748,0.003902892,-0.315081752,n,n
BSU36970,675,0.019259259,0.020300741,0.002572752,-0.404812276,0.023703704,0.017357037,0.003343832,1.89802234,n,n
BSU36980,363,0.016528926,0.018201102,0.003188806,-0.524389365,0.002754821,0.007903581,0.002968312,-1.734575283,n,n
BSU36990,288,0.024305556,0.02565625,0.004366256,-0.309348333,0.006944444,0.00934375,0.003954091,-0.606790762,n,n
BSU37000,867,0.01384083,0.015144175,0.002204403,-0.591246326,0.026528258,0.026626298,0.003038666,-0.032264153,n,n
BSU37010,1071,0.015873016,0.014309057,0.001967401,0.794936464,0.028011204,0.025619048,0.003034003,0.788448707,n,n
BSU37020,387,0.010335917,0.011883721,0.00318125,-0.486539581,0.028423773,0.025007752,0.003926139,0.870071283,n,n
BSU37030,555,0.018018018,0.013933333,0.002665144,1.532632015,0.016216216,0.021454054,0.003778954,-1.386054866,n,n
BSU37040,960,0.020833333,0.021855208,0.002470807,-0.413579541,0.015625,0.018572917,0.002915724,-1.011041045,n,n
BSU37050,1749,0.014865638,0.011452258,0.001495984,2.281695369,0.035448828,0.032006861,0.002661536,1.293225853,n,n
BSU37060,588,0.017006803,0.014210884,0.002493347,1.121351786,0.034013605,0.034142857,0.004198414,-0.030785912,n,n
BSU37070,201,0.009950249,0.012477612,0.002488488,-1.015621783,0.049751244,0.043149254,0.00469078,1.407439795,y,n
BSU37080,1284,0.015576324,0.013997664,0.001824119,0.86543704,0.01635514,0.021968847,0.002629371,-2.135000006,n,n
BSU37089,162,0.018518519,0.016283951,0.004183962,0.534079468,0.012345679,0.016746914,0.007086541,-0.621069612,n,n
BSU37090,966,0.016563147,0.01426501,0.001966658,1.168549049,0.025879917,0.021776397,0.003406337,1.204672388,n,n
BSU37100,1290,0.02248062,0.020623256,0.001815786,1.022898003,0.023255814,0.021636434,0.002603123,0.622091265,n,n
BSU37110,639,0.029733959,0.027010955,0.002525826,1.078064928,0.025039124,0.022804382,0.004165195,0.53652756,y,n
BSU37120,858,0.020979021,0.016273893,0.00175674,2.678328657,0.027972028,0.02589627,0.003326722,0.62396494,y,n
BSU37130,375,0.032,0.033845333,0.003316419,-0.556423525,0.024,0.021906667,0.00416992,0.502007954,n,n
BSU37140,522,0.019157088,0.01782567,0.002954389,0.450657471,0.021072797,0.022270115,0.003663982,-0.326780544,n,n
BSU37150,1608,0.014303483,0.013302861,0.001489926,0.671592158,0.02238806,0.020797886,0.00235557,0.675069768,n,n
BSU37160,522,0.009578544,0.00914751,0.002173855,0.198281139,0.055555556,0.058766284,0.004583611,-0.700480106,n,n
BSU37170,1140,0.020175439,0.018970175,0.001869608,0.644661068,0.013157895,0.015591228,0.002301492,-1.057284877,n,n
BSU37180,2118,0.013692162,0.014588291,0.001406677,-0.637053939,0.01605288,0.017065156,0.001831668,-0.552652462,n,n
BSU37190,1197,0.020885547,0.020023392,0.001839033,0.46880893,0.016708438,0.021971596,0.002623526,-2.006139308,n,n
BSU37200,963,0.017653167,0.013600208,0.001894634,2.139177674,0.018691589,0.020241952,0.002765995,-0.560508332,n,n
BSU37210,273,0.029304029,0.02274359,0.003349506,1.958628772,0.029304029,0.032747253,0.005028177,-0.684785742,n,n
BSU37220,525,0.022857143,0.021620952,0.00275097,0.449365347,0.024761905,0.025518095,0.004190576,-0.180450124,n,n
BSU37230,1728,0.016203704,0.014980903,0.001645832,0.742968597,0.014467593,0.018403356,0.002154866,-1.826453416,n,n
BSU37240,1503,0.01996008,0.0193666,0.001773272,0.33468067,0.013972056,0.017365935,0.002185057,-1.553221835,n,n
BSU37250,672,0.014880952,0.014010417,0.002405651,0.361870931,0.008928571,0.014869048,0.00304901,-1.948329619,n,n
BSU37260,555,0.009009009,0.011362162,0.00241075,-0.976108205,0.021621622,0.022769369,0.003688822,-0.311141855,n,n
BSU37270,1464,0.014344262,0.012820355,0.001556543,0.979033059,0.021857923,0.020744535,0.00222595,0.500185492,n,n
BSU37280,3687,0.01600217,0.015110117,0.000950124,0.938881356,0.019799295,0.01950556,0.001558605,0.188460222,n,n
BSU37290,477,0.014675052,0.016259958,0.002630203,-0.602579422,0.020964361,0.023104822,0.003431526,-0.623763603,n,n
BSU37300,720,0.016666667,0.017277778,0.002541229,-0.240478401,0.004166667,0.007616667,0.002317626,-1.48859236,n,n
BSU37310,717,0.018131102,0.017995816,0.002693368,0.050229342,0.025104603,0.022888424,0.003452046,0.641989929,n,n
BSU37320,1188,0.019360269,0.020529461,0.002305719,-0.50708368,0.005892256,0.010722222,0.002163146,-2.232843571,n,n
BSU37330,1671,0.014961101,0.013089168,0.001345457,1.391298382,0.023339318,0.021365051,0.002350981,0.839762906,n,n
BSU37340,429,0.03030303,0.027188811,0.003041763,1.023820278,0.027972028,0.02516317,0.004088269,0.687053106,n,n
BSU37360,153,0.019607843,0.014196078,0.004148236,1.30459422,0.026143791,0.022908497,0.003269446,0.989554276,n,n
BSU37370,1347,0.014105419,0.012394952,0.0017057,1.002795024,0.028210839,0.028927988,0.002832529,-0.253183305,n,n
BSU37380,162,0.00617284,0.011425926,0.004905099,-1.070944008,0.00617284,0.006907408,0.001999694,-0.367340121,n,n
BSU37390,720,0.016666667,0.017491667,0.002782349,-0.296511883,0.0125,0.019851389,0.003323154,-2.212171933,n,n
BSU37400,1311,0.019069413,0.019794813,0.002105625,-0.344505835,0.009153318,0.012463005,0.002066465,-1.601617455,n,n
BSU37410,1161,0.018949182,0.019167959,0.001939526,-0.112799057,0.016365202,0.017863049,0.002795719,-0.535764411,n,n
BSU37420,1281,0.010928962,0.011380952,0.001864319,-0.242442653,0.015612802,0.017925058,0.002628787,-0.879590456,n,n
BSU37430,702,0.014245014,0.016047009,0.002580691,-0.698260574,0.011396011,0.011159544,0.002673348,0.088453512,n,n
BSU37440,1377,0.021060276,0.021651416,0.002063462,-0.286479835,0.02832244,0.028217865,0.002819023,0.037096182,n,n
BSU37450,1356,0.016224189,0.016755162,0.001888274,-0.281195056,0.025073746,0.02930826,0.002677165,-1.581715559,n,n
BSU37460,1146,0.019197208,0.020914485,0.002120415,-0.809877703,0.034031414,0.034049738,0.002966343,-0.006177304,n,n
BSU37470,120,0.033333333,0.035091667,0.00490766,-0.358283512,0.016666667,0.01865,0.003550602,-0.558590675,n,n
BSU37480,474,0.016877637,0.015746835,0.003047622,0.371043889,0.029535865,0.03164135,0.004217295,-0.499250128,n,n
BSU37490,873,0.01489118,0.013323024,0.002107246,0.744173142,0.025200458,0.021471936,0.003246368,1.148520935,n,n
BSU37500,831,0.02045728,0.017445247,0.002138869,1.408236706,0.019253911,0.021682311,0.003248421,-0.747563294,n,n
BSU37510,2076,0.01734104,0.015556358,0.00126061,1.415728916,0.014932563,0.018288536,0.002095948,-1.601171603,n,n
BSU37520,519,0.023121387,0.018763006,0.002731254,1.595743618,0.030828516,0.027094412,0.004249864,0.878640889,n,n
BSU37530,660,0.024242424,0.023971212,0.003142345,0.086308741,0.009090909,0.01255303,0.003003558,-1.152673272,n,n
BSU37540,189,0.031746032,0.025962963,0.003706884,1.560089064,0.005291005,0.017306878,0.005817141,-2.065597559,n,n
BSU37550,420,0.026190476,0.025761905,0.003464852,0.12369105,0.023809524,0.02822381,0.004090554,-1.079141469,n,n
BSU37560,1917,0.017214397,0.015073552,0.001432086,1.494913419,0.01982264,0.021920709,0.002102428,-0.997926617,n,n
BSU37569,156,0.006410256,0.004166667,0.003059027,0.73343226,0.032051282,0.030121795,0.002941809,0.655884536,n,n
BSU37570,1401,0.021413276,0.022095646,0.002056661,-0.331785263,0.005710207,0.008098501,0.001837735,-1.299585283,n,y
BSU37580,471,0.025477707,0.027282378,0.00320994,-0.562213362,0.016985138,0.020626327,0.00365695,-0.995690247,n,n
BSU37590,501,0.025948104,0.019912176,0.002496996,2.417275546,0.021956088,0.020249501,0.003777445,0.451783378,n,n
BSU37600,1302,0.012288786,0.01111828,0.001660496,0.704913579,0.026113671,0.023498464,0.002779242,0.940978582,n,n
BSU37610,225,0.026666667,0.023928889,0.002617664,1.045885922,0.035555556,0.027862222,0.006104482,1.260276269,n,n
BSU37620,777,0.024453024,0.021495495,0.002306717,1.282137436,0.021879022,0.021495495,0.003071836,0.1248527,n,n
BSU37630,891,0.022446689,0.023501684,0.002451516,-0.430343652,0.005611672,0.009017957,0.002530823,-1.345919822,n,n
BSU37640,846,0.017730496,0.017013002,0.002556371,0.280668798,0.020094563,0.022455083,0.003092736,-0.763246441,n,n
BSU37650,900,0.022222222,0.020743333,0.002330113,0.634685292,0.015555556,0.020823333,0.002911617,-1.809227401,n,n
BSU37660,972,0.018518519,0.016485597,0.002022669,1.005069378,0.025720165,0.025920782,0.003330769,-0.06023143,n,n
BSU37670,765,0.015686275,0.014196078,0.002449686,0.60832153,0.02875817,0.027236601,0.003522716,0.431930638,n,n
BSU37680,780,0.019230769,0.018457692,0.00181916,0.424963544,0.020512821,0.022610256,0.003461252,-0.605975855,n,n
BSU37690,1200,0.01,0.010048333,0.001691637,-0.028571925,0.0175,0.021345833,0.002419712,-1.589376596,n,n
BSU37700,1185,0.012658228,0.015564557,0.001993141,-1.458164906,0.010970464,0.013380591,0.002298503,-1.048563857,n,n
BSU37710,1419,0.014799154,0.015217054,0.001498569,-0.278866192,0.032417195,0.029681466,0.002860384,0.956420069,n,n
BSU37720,762,0.017060367,0.017006562,0.002366783,0.022733524,0.026246719,0.023087926,0.003114133,1.014341183,n,n
BSU37730,708,0.02259887,0.020988701,0.001957283,0.822655484,0.024011299,0.022319209,0.003201555,0.528521262,n,n
BSU37740,615,0.017886179,0.019050407,0.002825885,-0.4119868,0.029268293,0.035486179,0.00425192,-1.462371461,n,n
BSU37750,1239,0.029862793,0.025293785,0.00227483,2.008505144,0.008071025,0.011447942,0.002224697,-1.517921914,n,n
BSU37760,1413,0.022646851,0.022747346,0.001941945,-0.051749689,0.012031139,0.012355273,0.001946896,-0.166487556,n,n
BSU37770,1701,0.0111699,0.011908877,0.001471982,-0.502028704,0.019988242,0.023577308,0.002225478,-1.612716556,n,n
BSU37780,1548,0.014857881,0.013363695,0.001472844,1.014490255,0.019379845,0.019828811,0.002285443,-0.196445962,n,n
BSU37790,1275,0.009411765,0.012732549,0.001750307,-1.897257888,0.019607843,0.02005098,0.002595442,-0.170736647,n,n
BSU37800,465,0.021505376,0.02212043,0.003361069,-0.182993622,0.023655914,0.02584086,0.004439705,-0.492137689,n,n
BSU37810,456,0.015350877,0.014265351,0.002794309,0.388477426,0.037280702,0.034767544,0.003892055,0.645714899,n,n
BSU37820,852,0.015258216,0.017866197,0.0022084,-1.180936916,0.017605634,0.016746479,0.003015033,0.28495708,n,n
BSU37830,948,0.016877637,0.016207806,0.001805217,0.371052979,0.014767932,0.02089557,0.002835914,-2.160727351,n,n
BSU37840,741,0.016194332,0.019530364,0.00258775,-1.289163422,0.01754386,0.021659919,0.00321039,-1.282105739,n,n
BSU37850,1020,0.015686275,0.014908824,0.002076636,0.374380279,0.023529412,0.024776471,0.002931841,-0.425350111,n,n
BSU37860,723,0.020746888,0.017561549,0.002558077,1.245208451,0.020746888,0.022993084,0.003579417,-0.62753128,n,n
BSU37870,1122,0.016042781,0.013656863,0.001852673,1.28782451,0.025846702,0.024980392,0.003067438,0.282421357,n,n
BSU37880,870,0.012643678,0.014826437,0.002309984,-0.944923802,0.01954023,0.026508046,0.002944126,-2.366684069,n,n
BSU37890,1170,0.013675214,0.015171795,0.001927931,-0.776262817,0.025641026,0.024659829,0.002576208,0.3808687,n,n
BSU37900,1425,0.009122807,0.01106807,0.001660003,-1.17184305,0.025263158,0.028422456,0.002507608,-1.259885323,n,n
BSU37910,771,0.022049287,0.023114137,0.002204871,-0.482953643,0.025940337,0.026806745,0.003392292,-0.255404889,n,n
BSU37920,546,0.009157509,0.008575092,0.000853356,0.682502112,0.010989011,0.015186813,0.002538237,-1.653825767,n,n
BSU37930,372,0.021505376,0.023698925,0.003974797,-0.551864346,0.01344086,0.012827957,0.002771659,0.22113216,n,n
BSU37940,1323,0.021919879,0.019351474,0.002022079,1.270180254,0.010582011,0.017114135,0.002247159,-2.906837125,n,n
BSU37950,318,0.028301887,0.026138365,0.002610906,0.828647942,0.01572327,0.016254717,0.003715266,-0.143044126,n,n
BSU37960,1371,0.015317287,0.012983224,0.001642527,1.421020013,0.013858497,0.015778264,0.002339625,-0.820544699,n,n
BSU37970,678,0.019174041,0.01609587,0.002371843,1.297796856,0.014749263,0.019097345,0.003250918,-1.337493789,n,n
BSU37980,807,0.017348203,0.013887237,0.002039481,1.696983575,0.024783147,0.028201983,0.003710006,-0.921517768,n,n
BSU37990,534,0.020599251,0.021940075,0.002762105,-0.485435474,0.013108614,0.010631086,0.002710357,0.914096661,n,n
BSU38000,636,0.020440252,0.01922327,0.00279949,0.434715411,0.017295597,0.016710692,0.003003625,0.194733061,n,n
BSU38018,339,0.020648968,0.022687316,0.003446261,-0.591466428,0.014749263,0.015929204,0.004395399,-0.268449108,n,n
BSU38020,816,0.017156863,0.018063725,0.002116725,-0.428427228,0.018382353,0.018568628,0.003218585,-0.057874816,n,n
BSU38030,249,0.02811245,0.023,0.00377885,1.35291143,0.02811245,0.031176707,0.005433813,-0.563923896,n,n
BSU38040,1440,0.011805556,0.011476389,0.001506485,0.21850007,0.022916667,0.024864583,0.002655248,-0.733609683,n,n
BSU38050,1386,0.022366522,0.020564935,0.00185618,0.970588343,0.012987013,0.016291486,0.002279941,-1.449368004,n,n
BSU38060,771,0.019455253,0.020278859,0.002394809,-0.343912887,0.007782101,0.013176394,0.002705787,-1.993613372,n,n
BSU38070,831,0.02045728,0.019128761,0.002325001,0.571405986,0.019253911,0.024231047,0.002808508,-1.772163536,n,n
BSU38080,303,0.01650165,0.014574257,0.003359178,0.573769064,0.00990099,0.012277228,0.003537284,-0.671769132,n,n
BSU38090,2421,0.014869888,0.014831888,0.001227841,0.030948912,0.02189178,0.02274019,0.002100929,-0.403826058,n,n
BSU38100,1002,0.01497006,0.013098802,0.001960572,0.954444612,0.026946108,0.029574851,0.0029607,-0.887878756,n,n
BSU38110,750,0.02,0.01518,0.001968171,2.448974569,0.032,0.027710667,0.003757032,1.141681215,n,n
BSU38120,1182,0.0321489,0.030142978,0.002374183,0.844889236,0.019458545,0.02043824,0.00270718,-0.361887642,n,n
BSU38130,264,0.011363636,0.017102273,0.003666056,-1.565343612,0.011363636,0.011757576,0.004495611,-0.087627681,n,n
BSU38140,375,0.010666667,0.010253333,0.002722113,0.151842954,0.013333333,0.014453333,0.003996306,-0.28025884,n,n
BSU38150,615,0.019512195,0.020266667,0.002899549,-0.260203072,0.01300813,0.014318699,0.003407952,-0.384562056,n,n
BSU38160,1950,0.02,0.017455385,0.00147625,1.723702092,0.014871795,0.015721538,0.001972336,-0.430830719,n,n
BSU38170,966,0.02484472,0.021996894,0.002218219,1.283834186,0.025879917,0.024815735,0.00313827,0.339098343,n,n
BSU38180,246,0.036585366,0.033796748,0.004717463,0.591126631,0,0.002256098,0.002731231,-0.826037137,n,n
BSU38190,1542,0.012970169,0.013879377,0.001692745,-0.537120794,0.018806744,0.018819715,0.002101818,-0.006171324,n,n
BSU38200,1173,0.017050298,0.016176471,0.001867995,0.467788838,0.024722933,0.026408355,0.002918565,-0.577483182,n,n
BSU38210,384,0.0234375,0.026450521,0.003965411,-0.759825594,0.010416667,0.021,0.004093079,-2.585665249,n,n
